periodo_orbital,duracion_transito,profundidad,pl_radio,insolacion,st_radio,st_temperatura,st_gravedad,pl_temperatura_eq,RA,DEC,mission,object_id,label
13.84457,2.952,635.0,2.79,,1.0306,,,,289.0918242,-15.7712178,K2,K2-231 b,CONFIRMED
13.841901,2.94,,2.5,,0.95,5695.0,4.48,,289.0918242,-15.7712178,K2,K2-231 b,CONFIRMED
11.168454,,,11.209,,1.161,6154.0,4.379,1030.0,73.7667927,18.654323,K2,K2-232 b,CONFIRMED
11.168459,5.03016,7764.0,11.859122,,1.233,5888.0,4.273,1001.0,73.7667927,18.654323,K2,K2-232 b,CONFIRMED
11.1684037,5.354,9660.0,12.77,312.155,1.22,5981.0,4.31,1171.0,73.7667927,18.654323,K2,K2-232 b,CONFIRMED
11.16844233,,,,,1.161,6154.0,4.379,,73.7667927,18.654323,K2,K2-232 b,CONFIRMED
2.467583,1.882,,1.315,269.0,0.71,4796.0,4.53,1127.0,230.4799011,-20.2317975,K2,K2-233 b,CONFIRMED
2.4675,1.988,,1.343,,0.71,5033.0,4.64,1121.0,230.4799011,-20.2317975,K2,K2-233 b,CONFIRMED
2.46746,1.969,,1.398,273.0,0.745,4950.0,4.71,1040.0,230.4799011,-20.2317975,K2,K2-233 b,CONFIRMED
7.06024,2.687,,1.272,66.2,0.71,4796.0,4.53,794.0,230.4799011,-20.2317975,K2,K2-233 c,CONFIRMED
7.06005,2.796,,1.281,,0.71,5033.0,4.64,790.0,230.4799011,-20.2317975,K2,K2-233 c,CONFIRMED
7.06142,2.65,,1.335,67.1,0.745,4950.0,4.71,728.0,230.4799011,-20.2317975,K2,K2-233 c,CONFIRMED
24.3645,3.838,,2.358,,0.71,5033.0,4.64,523.0,230.4799011,-20.2317975,K2,K2-233 d,CONFIRMED
24.3681,3.791,,2.363,12.7,0.71,4796.0,4.53,525.0,230.4799011,-20.2317975,K2,K2-233 d,CONFIRMED
24.3662,3.808,,2.64,12.9,0.745,4950.0,4.71,482.0,230.4799011,-20.2317975,K2,K2-233 d,CONFIRMED
24.36543,,,,,0.745,4950.0,4.71,,230.4799011,-20.2317975,K2,K2-233 d,CONFIRMED
2.18053435,,,,,1.43,6257.0,4.24,,253.7688479,-28.7105836,K2,K2-237 b,CONFIRMED
2.1805577,,,,,1.38,6099.0,4.27,,253.7688479,-28.7105836,K2,K2-237 b,CONFIRMED
2.18053332,2.92728,14160.0,16.06246934,,1.236,6180.0,4.353,1759.0,253.7688479,-28.7105836,K2,K2-237 b,CONFIRMED
2.180533,,,,,1.43,6257.0,4.24,,253.7688479,-28.7105836,K2,K2-237 b,CONFIRMED
2.1805338,,,,,,,,,253.7688479,-28.7105836,K2,K2-237 b,CONFIRMED
2.1805577,3.0024,,18.405178,,1.38,6099.0,4.27,1838.0,253.7688479,-28.7105836,K2,K2-237 b,CONFIRMED
2.18052771326,2.969175,16340.1353,16.80885305,1770.4651,1.27146,6599.0,4.21017,1654.4,253.7688479,-28.7105836,K2,K2-237 b,CONFIRMED
2.18056,,,18.49485,,1.43,6257.0,4.24,1884.0,253.7688479,-28.7105836,K2,K2-237 b,CONFIRMED
2.18053539,2.9278,13850.0,16.19697711,1860.0,1.261,6360.0,4.339,1828.0,253.7688479,-28.7105836,K2,K2-237 b,CONFIRMED
3.20466,,,14.5717,,1.59,5630.0,4.11,1587.0,347.7043164,-7.8575592,K2,K2-238 b,CONFIRMED
3.2046909,,,,,1.59,5630.0,4.11,,347.7043164,-7.8575592,K2,K2-238 b,CONFIRMED
3.2047072,3.331,7448.0,,,,5342.0,,,347.7043164,-7.8575592,K2,K2-238 b,CONFIRMED
5.24,1.4664,670.0,1.1,,0.36,3420.0,4.9,502.0,160.5941265,4.4413751,K2,K2-239 b,CONFIRMED
7.775,1.248,580.0,1.0,,0.36,3420.0,4.9,427.0,160.5941265,4.4413751,K2,K2-239 c,CONFIRMED
10.115,1.8384,650.0,1.1,,0.36,3420.0,4.9,399.0,160.5941265,4.4413751,K2,K2-239 d,CONFIRMED
20.885016,,,5.25597181,,1.068173,5744.0,4.41,,242.5734559,-24.9906029,K2,K2-24 b,CONFIRMED
20.885075,5.59,2310.0,4.05,,0.77,5071.0,,,242.5734559,-24.9906029,K2,K2-24 b,CONFIRMED
20.88977,,,5.4,52.0,1.16,5625.0,4.29,686.0,242.5734559,-24.9906029,K2,K2-24 b,CONFIRMED
20.88508,5.881,,5.83,60.1,1.21,5743.0,4.29,709.0,242.5734559,-24.9906029,K2,K2-24 b,CONFIRMED
20.8851,5.48,,5.68,60.0,1.21,5743.0,4.29,767.0,242.5734559,-24.9906029,K2,K2-24 b,CONFIRMED
20.88506,5.4744,2213.0,5.94,,1.249,,,,242.5734559,-24.9906029,K2,K2-24 b,CONFIRMED
20.8851,,,5.68,,1.21,5743.0,4.29,,242.5734559,-24.9906029,K2,K2-24 b,CONFIRMED
20.88977,,,5.4,,1.16,5625.0,4.29,,242.5734559,-24.9906029,K2,K2-24 b,CONFIRMED
20.88526,5.498,,7.07,87.0,1.51,5717.0,4.157,,242.5734559,-24.9906029,K2,K2-24 b,CONFIRMED
42.3391,,,7.5,20.0,1.16,5625.0,4.29,542.0,242.5734559,-24.9906029,K2,K2-24 c,CONFIRMED
42.36301,6.498,,9.8,34.2,1.51,5717.0,4.157,,242.5734559,-24.9906029,K2,K2-24 c,CONFIRMED
42.3633,,,7.82,,1.21,5743.0,4.29,,242.5734559,-24.9906029,K2,K2-24 c,CONFIRMED
42.3633,6.47,,7.82,24.0,1.21,5743.0,4.29,606.0,242.5734559,-24.9906029,K2,K2-24 c,CONFIRMED
42.363493,6.69,4400.0,5.59,,0.77,5071.0,,,242.5734559,-24.9906029,K2,K2-24 c,CONFIRMED
42.363982,,,7.1178989,,1.068173,5744.0,4.41,,242.5734559,-24.9906029,K2,K2-24 c,CONFIRMED
,6.408,4372.0,8.24,,1.249,,,,242.5734559,-24.9906029,K2,K2-24 c,CONFIRMED
42.3391,,,7.5,,1.16,5625.0,4.29,,242.5734559,-24.9906029,K2,K2-24 c,CONFIRMED
42.36342,7.058,,8.1,23.4,1.21,5743.0,4.29,560.0,242.5734559,-24.9906029,K2,K2-24 c,CONFIRMED
6.034,2.1528,1310.0,2.0,,0.54,3810.0,4.7,586.0,227.849371,-17.8754464,K2,K2-240 b,CONFIRMED
20.523,3.192,980.0,1.8,,0.54,3810.0,4.7,389.0,227.849371,-17.8754464,K2,K2-240 c,CONFIRMED
26.8199,4.1,900.0,2.55,,0.75,5262.0,4.54,507.0,181.2386829,-6.8052985,K2,K2-241 b,CONFIRMED
6.51389,2.0,6240.0,2.54,,0.37,3459.0,4.89,416.0,179.8358421,-6.5178542,K2,K2-242 b,CONFIRMED
11.54182,3.7,160.0,2.17,,1.39,6570.0,4.26,1035.0,181.1211419,-4.8991358,K2,K2-243 b,CONFIRMED
24.94598,5.2,190.0,2.01,,1.39,6570.0,4.26,801.0,181.1211419,-4.8991358,K2,K2-243 c,CONFIRMED
21.06884,3.9,300.0,1.75,,0.92,5677.0,4.44,638.0,183.4686492,-3.8318097,K2,K2-244 b,CONFIRMED
21.070201,,,1.65007129,,0.890903,5728.0,4.51,,183.4686492,-3.8318097,K2,K2-244 b,CONFIRMED
11.89307,4.2,1070.0,4.34,,1.25,5793.0,4.16,923.0,185.181563,-1.5909138,K2,K2-245 b,CONFIRMED
11.89376,,,2.67,83.0,0.956,5942.0,4.58,769.0,185.181563,-1.5909138,K2,K2-245 b,CONFIRMED
5.76918,3.4,1340.0,3.49,,0.94,5610.0,4.43,977.0,181.6296115,-1.1606,K2,K2-246 b,CONFIRMED
2.25021,1.2,1000.0,2.12,,0.69,4667.0,4.63,979.0,188.8935189,-10.0692793,K2,K2-247 b,CONFIRMED
6.49424,1.7,1100.0,2.19,,0.69,4667.0,4.63,688.0,188.8935189,-10.0692793,K2,K2-247 c,CONFIRMED
7.17256,2.8,700.0000000000001,2.57,,0.92,5528.0,4.45,886.0,182.8173343,-9.4141696,K2,K2-248 b,CONFIRMED
12.409,5.9,240.0,2.79,,1.57,6504.0,4.16,1061.0,183.3667344,-8.9952309,K2,K2-249 b,CONFIRMED
3.4845627,,,,,0.295,3180.0,,,63.2739346,15.2477027,K2,K2-25 b,CONFIRMED
3.48456408,0.7637,11550.0,3.44,9.91,0.2932,3207.0,4.944,494.0,63.2739346,15.2477027,K2,K2-25 b,CONFIRMED
3.484552,0.79,,3.43,,0.295,3180.0,,,63.2739346,15.2477027,K2,K2-25 b,CONFIRMED
3.4843,,6600.0,,,0.290216,3204.0,4.93668,,63.2739346,15.2477027,K2,K2-25 b,CONFIRMED
3.48455432425,0.9158601,13705.531799999999,4.20831932,9.5041,0.290216,3204.0,4.93668,447.81,63.2739346,15.2477027,K2,K2-25 b,CONFIRMED
3.48456248,,,,,0.295,3180.0,,,63.2739346,15.2477027,K2,K2-25 b,CONFIRMED
4.01457,2.4,1019.9999999999999,2.44,,0.81,5172.0,4.53,958.0,185.0315429,-8.9757427,K2,K2-250 b,CONFIRMED
4.01392,2.3664,970.0,2.71257333,,0.797,5003.0,4.544,1003.0,185.0315429,-8.9757427,K2,K2-250 b,CONFIRMED
9.30075,2.7,2140.0,2.35,,0.49,3717.0,4.76,437.0,190.6892403,-8.5359826,K2,K2-251 b,CONFIRMED
13.81513,3.6,360.0,1.74,,0.82,5152.0,4.5,639.0,182.3663818,-8.3096141,K2,K2-252 b,CONFIRMED
4.00167,2.1,12589.999999999998,12.67,,1.1,6027.0,4.39,1238.0,186.0853062,-6.3789537,K2,K2-253 b,CONFIRMED
4.00357732994,2.0958153,14273.8513,12.96278785,365.8185,1.08492,5318.0,4.33106,1115.41,186.0853062,-6.3789537,K2,K2-253 b,CONFIRMED
4.09639,1.6,520.0,1.63,,0.67,4629.0,4.64,791.0,185.5507926,-4.7172908,K2,K2-254 b,CONFIRMED
12.11839,2.4,1200.0,2.19,,0.67,4629.0,4.64,551.0,185.5507926,-4.7172908,K2,K2-254 c,CONFIRMED
1.96417,1.1,1830.0,2.9,,0.69,4676.0,4.62,1034.0,189.9128532,-3.3705631,K2,K2-255 b,CONFIRMED
5.52011,3.6,970.0,2.63,,0.78,5219.0,4.58,845.0,186.2270991,-2.0660477,K2,K2-256 b,REFUTED
1.60588,1.3,340.0,0.83,,0.5,3725.0,4.76,789.0,188.278284,-1.9532879,K2,K2-257 b,CONFIRMED
19.0921,6.0,490.0,3.0,,1.31,6351.0,4.29,831.0,187.6314027,-1.1609171,K2,K2-258 b,CONFIRMED
15.48043,4.2,370.0,2.32,,1.13,6059.0,4.39,795.0,186.8026947,1.5668631,K2,K2-259 b,CONFIRMED
15.482399,,,2.09663798,,1.077775,5928.0,4.42,,186.8026947,1.5668631,K2,K2-259 b,CONFIRMED
,5.1289452,3407.8487,3.55068952,0.0279,0.515263,3683.0,4.72407,104.26,94.2064312,24.5958335,K2,K2-26 b,CONFIRMED
14.567025,4.66,2550.0,2.79,,0.51,3731.0,,,94.2064312,24.5958335,K2,K2-26 b,CONFIRMED
14.5662,4.75,,2.58,5.28,0.51,3769.0,4.749,,94.2064312,24.5958335,K2,K2-26 b,CONFIRMED
14.568101,,,2.47,,0.52,,,,94.2064312,24.5958335,K2,K2-26 b,CONFIRMED
14.56594,4.704,2589.0,,,0.515263,3683.0,4.72407,,94.2064312,24.5958335,K2,K2-26 b,CONFIRMED
14.5665,4.73,,2.67,5.8,0.52,3785.0,,430.0,94.2064312,24.5958335,K2,K2-26 b,CONFIRMED
2.62669768,,,,,1.69,6367.0,4.15,,76.8673317,16.8676948,K2,K2-260 b,CONFIRMED
2.6266974,,,,,1.69,6367.0,4.15,,76.8673317,16.8676948,K2,K2-260 b,CONFIRMED
2.6266658,,,,,1.69,6367.0,4.15,,76.8673317,16.8676948,K2,K2-260 b,CONFIRMED
2.6266983,4.087,10650.0,18.7969,2520.03,1.77,6475.0,4.0609,1973.0,76.8673317,16.8676948,K2,K2-260 b,CONFIRMED
2.62669762,4.19904,9250.0,18.41635529,,1.755,6860.0,4.161,2090.0,76.8673317,16.8676948,K2,K2-260 b,CONFIRMED
2.6266657,4.1676,9470.0,17.396368,,1.69,6367.0,4.15,1957.0,76.8673317,16.8676948,K2,K2-260 b,CONFIRMED
11.63344,,,9.52763359,,1.669,5537.0,4.21,,163.0323119,0.493167,K2,K2-261 b,CONFIRMED
11.63395,,,10.32,212.0,1.679,5478.0,4.02,973.0,163.0323119,0.493167,K2,K2-261 b,CONFIRMED
11.63345,,,,,1.65,5537.0,4.21,,163.0323119,0.493167,K2,K2-261 b,CONFIRMED
11.6334758,,,,,1.65,5537.0,4.21,,163.0323119,0.493167,K2,K2-261 b,CONFIRMED
11.63344,5.112,2801.0,9.52765,,1.65,5537.0,4.21,1080.0,163.0323119,0.493167,K2,K2-261 b,CONFIRMED
11.633478,5.138,2804.0,9.50521563,180.0,1.641,5503.0,4.111,1030.0,163.0323119,0.493167,K2,K2-261 b,CONFIRMED
11.633478,5.138,2814.0,9.52763359,180.0,1.642,5445.0,4.044,1046.0,163.0323119,0.493167,K2,K2-261 b,CONFIRMED
11.6332127,5.081,3479.9999999999995,10.264,126.951,1.73,5287.7,3.88,935.0,163.0323119,0.493167,K2,K2-261 b,CONFIRMED
11.6334681,5.1288,2781.0,9.26982704,,1.663,5490.0,4.04,1036.0,163.0323119,0.493167,K2,K2-261 b,CONFIRMED
11.633482,,,,,,,,,163.0323119,0.493167,K2,K2-261 b,CONFIRMED
50.818947,,,2.41,8.17,0.85,5368.0,,470.0,129.6821253,15.6806039,K2,K2-263 b,CONFIRMED
50.8213,3.408,582.0,2.18,,0.879,,,,129.6821253,15.6806039,K2,K2-263 b,CONFIRMED
50.819331,,,2.16538589,,0.837459,5410.0,4.58,,129.6821253,15.6806039,K2,K2-263 b,CONFIRMED
50.818947,3.4872,,2.41,,0.85,5368.0,4.51,470.0,129.6821253,15.6806039,K2,K2-263 b,CONFIRMED
5.83977,1.88,,2.27,,0.473,3580.0,,489.0,131.3583524,19.698401,K2,K2-264 b,CONFIRMED
5.840002,1.884,,2.231,,0.473,3660.0,4.783,496.0,131.3583524,19.698401,K2,K2-264 b,CONFIRMED
19.66365,2.92,,2.77,,0.473,3580.0,,326.0,131.3583524,19.698401,K2,K2-264 c,CONFIRMED
19.660302,2.618,,2.668,,0.473,3660.0,4.783,331.0,131.3583524,19.698401,K2,K2-264 c,CONFIRMED
2.36906,,,1.676,592.0,0.924,5435.0,4.47,1257.0,342.0316493,-14.4947789,K2,K2-265 b,CONFIRMED
2.369019,2.34,319.40000000000003,1.67,,0.914,,,,342.0316493,-14.4947789,K2,K2-265 b,CONFIRMED
2.369172,2.266,,1.71,,0.977,5477.0,4.419,,342.0316493,-14.4947789,K2,K2-265 b,CONFIRMED
2.369193,1.94904,,1.62,,0.91,5481.0,4.494,,342.0316493,-14.4947789,K2,K2-265 b,CONFIRMED
2.36840828,2.455,250.0,,,0.930331,5394.0,4.47392,,342.0316493,-14.4947789,K2,K2-265 b,CONFIRMED
2.3690438,2.3,337.99999999999994,1.63,,0.81,5261.0,,,342.0316493,-14.4947789,K2,K2-265 b,CONFIRMED
2.369008,,,1.66165565,,0.889069,5509.0,4.49,,342.0316493,-14.4947789,K2,K2-265 b,CONFIRMED
2.36902,2.3088,287.0,1.70824866,,0.92,5420.0,4.465,1366.0,342.0316493,-14.4947789,K2,K2-265 b,CONFIRMED
0.658524,0.33336,1800.0,3.3,879.5,0.703,4285.0,4.581,1515.0,157.9356855,0.9372782,K2,K2-266 b,CONFIRMED
7.814,2.256,85.0,0.705,32.4,0.703,4285.0,4.581,664.5,157.9356855,0.9372782,K2,K2-266 c,CONFIRMED
14.697,3.408,1465.0,2.93,13.95,0.703,4285.0,4.581,538.3,157.9356855,0.9372782,K2,K2-266 d,CONFIRMED
14.69808003166,3.7370696,1897.6641,3.17788403,16.3607,0.733789,4362.0,4.53943,512.94,157.9356855,0.9372782,K2,K2-266 d,CONFIRMED
14.6982,,,,,0.703,4285.0,4.581,,157.9356855,0.9372782,K2,K2-266 d,CONFIRMED
19.482,3.6648,1270.0,2.73,9.581,0.703,4285.0,4.581,490.1,157.9356855,0.9372782,K2,K2-266 e,CONFIRMED
19.48348329613,4.6663301,1509.6833000000001,3.54834332,11.2355,0.733789,4362.0,4.53943,466.95,157.9356855,0.9372782,K2,K2-266 e,CONFIRMED
2.151676,1.97,,1.5,,0.78,5106.0,4.58,1136.0,133.7094899,11.8482712,K2,K2-268 b,CONFIRMED
2.151894,,,1.41,,0.78,5068.0,4.59,1121.0,133.7094899,11.8482712,K2,K2-268 b,CONFIRMED
2.15228,2.424,398.0,1.61,,0.773,,,,133.7094899,11.8482712,K2,K2-268 b,CONFIRMED
9.3261,2.8104,,3.1,,0.78,,,,133.7094899,11.8482712,K2,K2-268 c,CONFIRMED
9.32705,4.08,1239.0,3.63,,0.773,,,,133.7094899,11.8482712,K2,K2-268 c,CONFIRMED
9.327527,3.35,,2.69,,0.78,5106.0,4.58,696.0,133.7094899,11.8482712,K2,K2-268 c,CONFIRMED
9.325429,,810.0,2.14,,0.713,,,,133.7094899,11.8482712,K2,K2-268 c,CONFIRMED
9.325,2.87688,922.9999999999999,,,0.801255,5035.99,4.55429,,133.7094899,11.8482712,K2,K2-268 c,CONFIRMED
9.33155684,3.95,1340.0,,,0.801255,5035.99,4.55429,,133.7094899,11.8482712,K2,K2-268 c,CONFIRMED
9.326841,,,2.69,,0.78,5068.0,4.59,688.0,133.7094899,11.8482712,K2,K2-268 c,CONFIRMED
4.52905,2.832,531.0,1.85,,0.773,,,,133.7094899,11.8482712,K2,K2-268 d,CONFIRMED
4.528598,2.57,,1.49,,0.78,5106.0,4.58,888.0,133.7094899,11.8482712,K2,K2-268 d,CONFIRMED
6.13174,2.448,436.0,1.72,,0.773,,,,133.7094899,11.8482712,K2,K2-268 e,CONFIRMED
6.131243,2.54,,1.33,,0.78,5106.0,4.58,801.0,133.7094899,11.8482712,K2,K2-268 e,CONFIRMED
26.27057,4.62,,2.23,,0.78,5106.0,4.58,492.0,133.7094899,11.8482712,K2,K2-268 f,CONFIRMED
26.2678,4.848,1025.0,2.6,,0.773,,,,133.7094899,11.8482712,K2,K2-268 f,CONFIRMED
4.144,2.71704,78.0,,,1.49612,6177.44,4.16002,,130.1551381,13.0146799,K2,K2-269 b,CONFIRMED
4.144965,,,1.57,,1.45,6209.0,4.18,1429.0,130.1551381,13.0146799,K2,K2-269 b,CONFIRMED
4.145398,,,1.1956395,,1.309274,6035.0,4.16,,130.1551381,13.0146799,K2,K2-269 b,CONFIRMED
4.144937,2.7096,,1.4,,1.28,,,,130.1551381,13.0146799,K2,K2-269 b,CONFIRMED
6.771315,2.802,,5.36,216.0,1.03,5797.0,4.42,,171.5151874,1.2306237,K2,K2-27 b,CONFIRMED
6.77131,,,5.77,,0.88,5422.0,,991.0,171.5151874,1.2306237,K2,K2-27 b,CONFIRMED
6.771347,,,4.74,116.0,0.876,5246.0,4.48,836.0,171.5151874,1.2306237,K2,K2-27 b,CONFIRMED
6.771315,,,4.48,116.0,0.885,5248.0,4.48,902.0,171.5151874,1.2306237,K2,K2-27 b,CONFIRMED
6.77093147,3.032,2670.0,,,0.89254,5231.0,4.4862,,171.5151874,1.2306237,K2,K2-27 b,CONFIRMED
6.77145,,,4.45,,0.85,5320.0,4.6,,171.5151874,1.2306237,K2,K2-27 b,CONFIRMED
6.771389,,,4.58049508,,0.855055,5368.0,4.58,,171.5151874,1.2306237,K2,K2-27 b,CONFIRMED
6.7713411,2.836,2930.0,5.07965,144.17,0.89,5231.0,4.49,965.0,171.5151874,1.2306237,K2,K2-27 b,CONFIRMED
6.771375,2.856,2804.0,5.05,,0.932,,,,171.5151874,1.2306237,K2,K2-27 b,CONFIRMED
6.7714021,2.87,2819.9999999999995,4.68,,0.81,5247.0,,,171.5151874,1.2306237,K2,K2-27 b,CONFIRMED
1.543452,1.644,286.0,1.3,,0.735,,,,131.2665588,13.5497322,K2,K2-270 b,CONFIRMED
1.543069,,,1.38,,0.77,4877.0,4.59,1203.0,131.2665588,13.5497322,K2,K2-270 b,CONFIRMED
1.543041,1.7592,,1.5,,0.82,,,,131.2665588,13.5497322,K2,K2-270 b,CONFIRMED
4.399739,1.692,1681.9999999999998,3.01,,0.735,,,,131.2665588,13.5497322,K2,K2-270 c,CONFIRMED
4.400037,1.56,,3.3,,0.82,,,,131.2665588,13.5497322,K2,K2-270 c,CONFIRMED
4.39883617,1.98,1320.0,,,0.826001,4712.91,4.48148,,131.2665588,13.5497322,K2,K2-270 c,CONFIRMED
4.4,1.45608,1297.0,,,0.826001,4712.91,4.48148,,131.2665588,13.5497322,K2,K2-270 c,CONFIRMED
4.400028,,,2.95,,0.77,4877.0,4.59,848.0,131.2665588,13.5497322,K2,K2-270 c,CONFIRMED
4.399871,1.2768,1076.0,2.8,,0.772,4810.0,4.594,,131.2665588,13.5497322,K2,K2-270 c,CONFIRMED
8.56222,3.2568,5513.0,6.89,,0.928,,,,125.2239144,16.0907958,K2,K2-271 b,CONFIRMED
8.56232889439,3.0961685,4321.4695,6.92239107,133.8067,1.02304,5545.3,4.41,867.44,125.2239144,16.0907958,K2,K2-271 b,CONFIRMED
8.562421,,,7.28,,0.99,5644.0,4.37,893.0,125.2239144,16.0907958,K2,K2-271 b,CONFIRMED
8.56394776,3.51,5240.0,,,1.02304,5545.28,4.4095,,125.2239144,16.0907958,K2,K2-271 b,CONFIRMED
8.562,2.97504,4581.0,,,1.02304,5545.28,4.4095,,125.2239144,16.0907958,K2,K2-271 b,CONFIRMED
8.562405,3.24,,6.0,,0.83,,,,125.2239144,16.0907958,K2,K2-271 b,CONFIRMED
14.454034,2.736,1374.0,3.2,,0.802,5490.0,4.548,,132.6211743,17.5423852,K2,K2-272 b,CONFIRMED
14.453533,,,2.91,,0.81,5419.0,4.53,655.0,132.6211743,17.5423852,K2,K2-272 b,CONFIRMED
14.45182127,3.22,1180.0,,,0.817851,5363.56,4.5812,,132.6211743,17.5423852,K2,K2-272 b,CONFIRMED
14.452,3.31992,1035.0,,,0.817851,5363.56,4.5812,,132.6211743,17.5423852,K2,K2-272 b,CONFIRMED
14.4536756,,,3.13,,0.83,5397.0,4.53,747.0,132.6211743,17.5423852,K2,K2-272 b,CONFIRMED
14.453513,3.4704,,2.7,,0.74,,,,132.6211743,17.5423852,K2,K2-272 b,CONFIRMED
14.45107,3.624,1225.0,2.96,,0.802,,,,132.6211743,17.5423852,K2,K2-272 b,CONFIRMED
11.71571445,4.358,1110.0,,,0.86968,5051.83,4.48518,,129.7768928,19.0100046,K2,K2-273 b,CONFIRMED
11.72,4.40592,1051.0,,,0.86968,5051.83,4.48518,,129.7768928,19.0100046,K2,K2-273 b,CONFIRMED
11.722228,,1296.0,2.7,,0.799,,,,129.7768928,19.0100046,K2,K2-273 b,CONFIRMED
11.722103,3.7104,958.0,2.8,,0.838,5170.0,4.556,,129.7768928,19.0100046,K2,K2-273 b,CONFIRMED
11.7195663,,,3.05,,0.85,5161.0,4.53,849.0,129.7768928,19.0100046,K2,K2-273 b,CONFIRMED
11.716332,,,4.42,,0.84,5200.0,4.55,672.0,129.7768928,19.0100046,K2,K2-273 b,CONFIRMED
11.71885,4.872,1434.0,3.34,,0.872,,,,129.7768928,19.0100046,K2,K2-273 b,CONFIRMED
11.716603,5.1912,,4.2,,0.86,,,,129.7768928,19.0100046,K2,K2-273 b,CONFIRMED
14.130142,,942.0000000000001,2.41,,0.794,,,,129.2823699,20.3992512,K2,K2-274 b,CONFIRMED
14.133427,,,2.32120418,,0.747608,5098.0,4.7,,129.2823699,20.3992512,K2,K2-274 b,CONFIRMED
14.1330314,,,2.08,,0.7,5044.0,4.64,655.0,129.2823699,20.3992512,K2,K2-274 b,CONFIRMED
14.13168,3.648,974.0,2.18,,0.7209,,,,129.2823699,20.3992512,K2,K2-274 b,CONFIRMED
14.11544241,4.192,830.0,,,0.734473,5024.37,4.6304,,129.2823699,20.3992512,K2,K2-274 b,CONFIRMED
14.129714,,,2.2,,0.74,5065.0,4.61,589.0,129.2823699,20.3992512,K2,K2-274 b,CONFIRMED
14.129,3.39912,854.0,,,0.734473,5024.37,4.6304,,129.2823699,20.3992512,K2,K2-274 b,CONFIRMED
14.130184,3.2304,,2.2,,0.74,,,,129.2823699,20.3992512,K2,K2-274 b,CONFIRMED
3.280961,,,2.24,,0.73,4812.0,4.61,905.0,132.1698795,20.4550162,K2,K2-275 b,CONFIRMED
3.28046294,2.264,830.0,,,0.735345,4783.55,4.5927,,132.1698795,20.4550162,K2,K2-275 b,CONFIRMED
3.28102986099,1.9734854,1163.604,2.50448263,161.2476,0.735345,4783.6,4.59,908.85,132.1698795,20.4550162,K2,K2-275 b,CONFIRMED
3.280948,1.908,968.0,2.26,,0.704,,,,132.1698795,20.4550162,K2,K2-275 b,CONFIRMED
3.2809626,,,2.34,,0.69,4841.0,4.65,1166.0,132.1698795,20.4550162,K2,K2-275 b,CONFIRMED
3.280926,1.9296,,2.3,,0.75,,,,132.1698795,20.4550162,K2,K2-275 b,CONFIRMED
3.280858,,,2.128688,,0.727072,4822.0,4.44,,132.1698795,20.4550162,K2,K2-275 b,CONFIRMED
3.281,1.78992,770.0,,,0.735345,4783.55,4.5927,,132.1698795,20.4550162,K2,K2-275 b,CONFIRMED
8.4388385,,,2.21,,0.69,4841.0,4.65,653.0,132.1698795,20.4550162,K2,K2-275 c,CONFIRMED
8.43903,2.448,1095.0,2.51,,0.704,,,,132.1698795,20.4550162,K2,K2-275 c,CONFIRMED
8.438756,,,2.34,,0.73,4812.0,4.61,660.0,132.1698795,20.4550162,K2,K2-275 c,CONFIRMED
8.438,2.02896,840.0,,,0.735345,4783.55,4.5927,,132.1698795,20.4550162,K2,K2-275 c,CONFIRMED
8.43889970961,2.5274041,1269.2031000000002,3.01612551,45.7572,0.735345,4783.6,4.59,663.34,132.1698795,20.4550162,K2,K2-275 c,CONFIRMED
8.438635,2.34,,2.5,,0.75,,,,132.1698795,20.4550162,K2,K2-275 c,CONFIRMED
18.718269,,,3.77,,0.85,5139.0,4.49,583.0,125.9528309,22.6339399,K2,K2-276 b,CONFIRMED
18.717631,6.48,,3.2,,0.77,,,,125.9528309,22.6339399,K2,K2-276 b,CONFIRMED
18.7132,6.888,1816.0000000000002,3.63,,0.816,,,,125.9528309,22.6339399,K2,K2-276 b,CONFIRMED
18.711,5.97192,1305.0,,,0.890703,4843.0,4.43623,,125.9528309,22.6339399,K2,K2-276 b,CONFIRMED
6.32668003682,2.0310601,520.8002,2.29015537,195.7304,0.975383,5673.0,4.46318,953.97,202.0161895,-15.9379749,K2,K2-277 b,CONFIRMED
6.32677,,,2.23,195.0,0.952,5705.0,4.45,953.0,202.0161895,-15.9379749,K2,K2-277 b,CONFIRMED
6.326768,1.9656,417.99999999999994,2.18575124,,0.973,5680.0,4.452,1049.0,202.0161895,-15.9379749,K2,K2-277 b,CONFIRMED
6.327,1.67496,322.0,,,0.975383,5673.0,4.46318,,202.0161895,-15.9379749,K2,K2-277 b,CONFIRMED
6.326796,1.8288,,2.2,,1.01,,,,202.0161895,-15.9379749,K2,K2-277 b,CONFIRMED
6.326674,,,2.12171156,,0.946965,5733.0,4.51,,202.0161895,-15.9379749,K2,K2-277 b,CONFIRMED
6.326763,,,2.07,,0.97,5741.0,4.48,958.0,202.0161895,-15.9379749,K2,K2-277 b,CONFIRMED
6.3297696,2.486,420.0,,,0.975383,5673.0,4.46318,,202.0161895,-15.9379749,K2,K2-277 b,CONFIRMED
6.32669,1.944,450.0,2.16,,0.974,,,,202.0161895,-15.9379749,K2,K2-277 b,CONFIRMED
3.33253,3.936,374.0,3.63,,1.766,,,,203.3018653,-14.5041057,K2,K2-278 b,CONFIRMED
