periodo_orbital,duracion_transito,profundidad,pl_radio,insolacion,st_radio,st_temperatura,st_gravedad,pl_temperatura_eq,RA,DEC,mission,object_id,label
124.5245224,9.654,689.9,2.69,3.78,1.046,5497.0,4.394,356.0,295.41281,46.266472,Kepler,K00711.03,CONFIRMED
7.6720844,3.451,75.1,0.72,138.74,0.807,5972.0,4.57,875.0,290.44476,48.462891,Kepler,K04692.02,CANDIDATE
2.178150857,1.931,162.5,1.11,636.74,0.836,5691.0,4.56,1282.0,287.99124,46.35688,Kepler,K00712.01,FALSE POSITIVE
2.178150567,3.5065,511.3,34.19,2457.28,1.254,6820.0,4.328,1796.0,287.99609,46.32943,Kepler,K00713.01,FALSE POSITIVE
25.33709016,9.664,2279.4,3.47,6.93,0.635,4469.0,4.625,414.0,298.86972,40.71991,Kepler,K00608.01,FALSE POSITIVE
4.396999852,1.875,4576.8,13.57,543.48,1.156,5949.0,4.311,1231.0,288.16071,40.878891,Kepler,K00609.01,FALSE POSITIVE
14.28228147,2.6588,983.2,1.82,9.38,0.595,4102.0,4.675,446.0,284.47849,40.933102,Kepler,K00610.01,CONFIRMED
3.251659087,1.5286,4747.9,9.83,865.87,1.087,6367.0,4.419,1384.0,298.29404,41.6838,Kepler,K00611.01,CANDIDATE
1.16015259,1.3433,170.2,1.4,2229.29,0.985,5842.0,4.433,1751.0,298.66101,41.13789,Kepler,K00008.01,FALSE POSITIVE
3.743166733,3.6888,126.3,1.5,971.76,1.331,6181.0,4.234,1423.0,297.33307,41.891121,Kepler,K00094.04,CONFIRMED
13.13747785,4.8655,212.8,1.85,109.68,1.143,5762.0,4.314,825.0,291.63467,41.833858,Kepler,K00664.01,CONFIRMED
7.78199862,3.947,106.9,1.32,220.8,1.143,5762.0,4.314,983.0,291.63467,41.833858,Kepler,K00664.02,CONFIRMED
2.2227289,2.617,279.1,34.14,93172.12,20.848,4996.0,2.354,4454.0,291.85648,37.065651,Kepler,K07623.01,FALSE POSITIVE
23.4433748,5.768,85.0,1.29,50.72,1.143,5762.0,4.314,681.0,291.63467,41.833858,Kepler,K00664.03,CONFIRMED
5.868066282,4.1246,436.5,3.6,584.32,1.555,5918.0,4.127,1254.0,290.03052,42.16605,Kepler,K00665.01,CONFIRMED
1.61189046,3.0792,101.1,1.72,3267.98,1.555,5918.0,4.127,1930.0,290.03052,42.16605,Kepler,K00665.02,CONFIRMED
9.940666412,3.9092,520.2,2.87,233.04,1.259,6215.0,4.305,996.0,284.55573,46.063831,Kepler,K00110.01,CONFIRMED
4.182001885,2.2209,847.4,2.46,213.29,0.865,5328.0,4.551,974.0,288.00812,46.47356,Kepler,K00714.01,CONFIRMED
66.47762,4.487,553.5,1.83,5.34,0.775,5515.0,4.592,388.0,295.36145,45.914841,Kepler,K04700.02,CANDIDATE
1.621668852,1.7517,7662.0,32.76,1546.28,0.966,6106.0,4.487,1598.0,293.42636,46.68792,Kepler,K00715.01,FALSE POSITIVE
26.89316101,2.3266,2193.2,6.78,33.54,0.908,6096.0,4.511,614.0,297.49216,46.694519,Kepler,K00716.01,CANDIDATE
14.70749512,3.1506,262.0,2.04,106.22,1.28,5676.0,4.247,819.0,282.21292,46.717819,Kepler,K00717.01,CONFIRMED
20.73989406,3.1505,616.1,2.11,19.47,0.77,5132.0,4.571,536.0,284.96851,42.079201,Kepler,K00612.01,CONFIRMED
47.4277116,5.2679,820.4,2.33,6.46,0.77,5132.0,4.571,407.0,284.96851,42.079201,Kepler,K00612.02,CONFIRMED
5.07442951,4.064,250.2,1.38,175.75,0.857,5448.0,4.562,929.0,295.19717,42.416939,Kepler,K00613.01,FALSE POSITIVE
12.874712426,2.2491,3860.7,11.26,173.5,1.424,5963.0,4.218,926.0,293.58636,42.928909,Kepler,K00614.01,CONFIRMED
176.2432946,5.0423,4981.4,48.15,3.68,1.231,5559.0,4.209,353.0,295.0256,44.330189,Kepler,K00615.01,FALSE POSITIVE
3.07155284,4.0935,86.0,1.65,1389.97,1.555,5918.0,4.127,1556.0,290.03052,42.16605,Kepler,K00665.03,CONFIRMED
22.24814617,4.1483,613.7,2.72,32.58,0.943,5629.0,4.503,609.0,296.0322,42.131672,Kepler,K00666.01,CONFIRMED
0.702739679,1.379,65.1,0.73,2292.96,0.836,5269.0,4.508,1765.0,286.89841,37.93745,Kepler,K07636.01,CANDIDATE
4.305219002,2.6845,9738.6,10.34,370.84,1.0,5780.0,4.438,1119.0,282.15491,42.234547,Kepler,K00667.01,FALSE POSITIVE
13.779711352,7.63871,25479.0,47.58,848.24,2.947,6444.0,3.643,1376.0,298.59164,42.206429,Kepler,K00668.01,FALSE POSITIVE
2.508057497,1.1134,1507.6,3.25,234.06,0.761,4780.0,4.597,997.0,281.19473,47.497131,Kepler,K00104.01,CONFIRMED
5.07437786,5.942,605.7,23.71,244.04,0.919,5661.0,4.48,1008.0,295.19562,42.417068,Kepler,K00669.01,FALSE POSITIVE
0.900375925,1.257,41.4,0.82,4399.18,1.28,5676.0,4.247,2078.0,282.21292,46.717819,Kepler,K00717.02,CONFIRMED
4.585466941,3.4437,383.5,3.29,688.54,1.495,5788.0,4.16,1307.0,288.73898,46.762562,Kepler,K00718.01,CONFIRMED
22.71443351,6.0875,575.1,4.01,81.57,1.495,5788.0,4.16,766.0,288.73898,46.762562,Kepler,K00718.02,CONFIRMED
47.903427,6.191,379.3,3.55,30.17,1.495,5788.0,4.16,598.0,288.73898,46.762562,Kepler,K00718.03,CONFIRMED
9.034190783,1.5501,577.6,1.8,27.87,0.639,4499.0,4.635,586.0,291.50616,46.895741,Kepler,K00719.01,CONFIRMED
1.433339604,1.3665,305.2,2.08,1873.33,0.999,6077.0,4.471,1677.0,293.68912,46.41288,Kepler,K00616.01,FALSE POSITIVE
37.86511904,2.9799,6941.7,40.36,19.31,0.963,5858.0,4.495,535.0,297.41867,46.64426,Kepler,K00617.01,FALSE POSITIVE
9.07098164,2.6903,1026.2,2.94,109.61,0.929,5672.0,4.506,825.0,296.98672,47.47739,Kepler,K00618.01,CONFIRMED
2.879243323,2.6273,48050.0,21.02,565.39,0.885,5941.0,4.533,1244.0,281.77554,47.59325,Kepler,K00619.01,FALSE POSITIVE
45.15535633,5.7845,6208.7,7.65,17.68,0.972,6046.0,4.486,523.0,296.47977,49.937679,Kepler,K00620.01,CONFIRMED
9.48965527,3.587,262.2,2.16,173.79,1.204,5672.0,4.279,926.0,291.82349,42.516209,Kepler,K00670.01,CONFIRMED
4.22865217,3.3275,150.0,1.83,854.59,1.499,5966.0,4.169,1379.0,293.8902,42.527966,Kepler,K00671.01,CONFIRMED
2.85889907,1.465,55.7,0.73,226.09,0.754,4973.0,4.603,989.0,291.01727,37.975368,Kepler,K07637.01,FALSE POSITIVE
7.46662068,3.87,120.9,1.65,401.08,1.499,5966.0,4.169,1141.0,293.8902,42.527966,Kepler,K00671.02,CONFIRMED
16.25951967,3.854,129.5,1.72,142.1,1.499,5966.0,4.169,880.0,293.8902,42.527966,Kepler,K00671.03,CONFIRMED
11.1317901,4.051,95.5,1.47,235.55,1.499,5966.0,4.169,999.0,293.8902,42.527966,Kepler,K00671.04,CONFIRMED
28.1224393,4.174,194.3,0.9,6.13,0.639,4499.0,4.635,401.0,291.50616,46.895741,Kepler,K00719.02,CONFIRMED
11.427550984,4.6074,500.9,2.35,124.31,1.005,5979.0,4.394,852.0,287.60461,42.166779,Kepler,K00111.01,CONFIRMED
0.983304511,1.78,79.9,1.1,4774.53,1.198,6363.0,4.386,2121.0,292.63766,37.64188,Kepler,K07631.01,FALSE POSITIVE
45.9029768,5.0041,361.8,1.18,3.19,0.639,4499.0,4.635,341.0,291.50616,46.895741,Kepler,K00719.03,CONFIRMED
4.159816554,1.6261,160.3,0.86,78.4,0.639,4499.0,4.635,759.0,291.50616,46.895741,Kepler,K00719.04,CONFIRMED
5.69059163,2.557,1384.3,3.1,129.31,0.81,5244.0,4.538,860.0,296.65475,46.83527,Kepler,K00720.01,CONFIRMED
4.885488596,5.16165,7458.4,16.66,1182.79,1.909,6036.0,3.968,1496.0,288.58151,41.089809,Kepler,K00097.01,CONFIRMED
130.17802962,8.4534,11571.0,10.44,4.31,0.972,6046.0,4.486,367.0,296.47977,49.937679,Kepler,K00620.02,CONFIRMED
85.3162004,2.7441,1902.6,6.34,7.57,0.972,6046.0,4.486,423.0,296.47977,49.937679,Kepler,K00620.03,CONFIRMED
17.761998411,2.4644,24177.0,14.25,19.78,0.669,5088.0,4.612,538.0,287.46097,50.975071,Kepler,K00621.01,CANDIDATE
155.042265,9.848,4880.9,26.44,16.15,3.322,4994.0,3.509,511.0,295.88028,51.26379,Kepler,K00622.01,CANDIDATE
10.34973276,4.4859,119.0,1.44,177.25,1.109,6003.0,4.303,930.0,295.22644,50.558979,Kepler,K00623.01,CONFIRMED
16.08786246,3.095,612.5,2.56,47.17,0.914,5506.0,4.473,668.0,291.16953,42.640808,Kepler,K00672.01,CONFIRMED
25.0032023,5.498,64.1,1.47,116.27,1.685,6148.0,4.055,837.0,286.70145,38.042191,Kepler,K07638.01,CANDIDATE
41.74938613,5.6098,1055.4,2.94,13.22,0.914,5506.0,4.473,486.0,291.16953,42.640808,Kepler,K00672.02,CONFIRMED
0.56680081,3.6116,127.7,1.02,4065.92,0.914,5506.0,4.473,2038.0,291.16953,42.640808,Kepler,K00672.03,FALSE POSITIVE
4.41746257,2.965,291.0,3.95,2536.07,2.297,6570.0,3.86,1810.0,293.83456,42.624962,Kepler,K00673.01,CONFIRMED
8.981014925,1.8478,1059.3,3.14,141.77,0.967,5666.0,4.362,880.0,298.93704,44.85791,Kepler,K00105.01,CONFIRMED
16.33888067,9.3599,1718.4,10.47,203.31,2.595,4877.0,3.645,963.0,290.32733,42.898281,Kepler,K00674.01,CONFIRMED
39.1307086,2.295,201.0,1.54,30.75,1.08,6295.0,4.401,600.0,292.06082,37.770191,Kepler,K07632.01,FALSE POSITIVE
10.04157214,2.6577,1114.0,2.97,60.74,0.81,5244.0,4.538,712.0,296.65475,46.83527,Kepler,K00720.02,CONFIRMED
18.36974658,2.939,1143.3,3.58,27.14,0.81,5244.0,4.538,582.0,296.65475,46.83527,Kepler,K00720.03,CONFIRMED
2.79590004,2.056,383.7,1.66,333.31,0.81,5244.0,4.538,1090.0,296.65475,46.83527,Kepler,K00720.04,CONFIRMED
13.72462702,6.9758,281.8,2.13,112.82,1.171,5817.0,4.293,831.0,297.06842,46.834278,Kepler,K00721.01,CONFIRMED
46.40626,7.0281,469.1,2.66,28.23,1.227,6086.0,4.276,588.0,297.25909,46.843189,Kepler,K00722.01,CONFIRMED
80.84069,8.567,9326.0,15.11,14.83,1.597,5511.0,4.069,500.0,290.22925,37.840961,Kepler,K07634.01,CANDIDATE
15.67750191,5.5082,115.5,1.42,101.79,1.109,6003.0,4.303,810.0,295.22644,50.558979,Kepler,K00623.02,CONFIRMED
5.59931543,3.8944,84.8,1.22,402.39,1.109,6003.0,4.303,1142.0,295.22644,50.558979,Kepler,K00623.03,CONFIRMED
25.2100146,6.553,62.1,0.95,54.06,1.109,6003.0,4.303,691.0,295.22644,50.558979,Kepler,K00623.04,CONFIRMED
17.79001678,4.4116,871.4,2.7,43.5,0.927,5569.0,4.474,655.0,290.67313,38.69101,Kepler,K00624.01,CONFIRMED
49.5674085,4.002,730.0,2.91,11.09,0.927,5569.0,4.474,465.0,290.67313,38.69101,Kepler,K00624.02,CONFIRMED
6.790120801,6.0437,2302.3,9.86,998.97,2.001,6372.0,3.954,1434.0,287.70883,47.33305,Kepler,K00098.01,CONFIRMED
1.655467295,3.2424,1059.4,2.17,322.97,0.695,4583.0,4.6,1080.0,297.74799,42.995205,Kepler,K00675.01,FALSE POSITIVE
7.972510087,2.9754,3139.0,3.22,14.45,0.533,3912.0,4.728,497.0,292.50339,43.083149,Kepler,K00676.01,CONFIRMED
2.453236139,1.6691,1723.2,2.26,69.36,0.533,3912.0,4.728,737.0,292.50339,43.083149,Kepler,K00676.02,CONFIRMED
11.9710626,2.7607,421.8,5.84,280.97,1.464,6312.0,4.127,1044.0,297.40097,43.042782,Kepler,K00677.01,FALSE POSITIVE
6.0404622,1.98,241.0,1.3,118.56,0.825,5297.0,4.578,841.0,285.43915,43.16848,Kepler,K00678.01,CONFIRMED
4.13852825,2.281,256.5,1.3,196.51,0.825,5297.0,4.578,954.0,285.43915,43.16848,Kepler,K00678.02,CONFIRMED
3.936993144,1.887,1266.0,3.36,240.16,0.843,5431.0,4.563,1004.0,287.9061,46.937771,Kepler,K00723.01,CONFIRMED
28.08185982,4.5288,1840.3,3.63,17.52,0.843,5431.0,4.563,522.0,287.9061,46.937771,Kepler,K00723.02,CONFIRMED
23.66834635,5.8297,449.4,2.32,47.11,1.005,5979.0,4.394,668.0,287.60461,42.166779,Kepler,K00111.02,CONFIRMED
10.08881066,1.7726,1995.9,4.71,68.62,0.843,5431.0,4.563,734.0,287.9061,46.937771,Kepler,K00723.03,CONFIRMED
60.458443,8.43,175.2,1.59,16.14,1.181,5865.0,4.297,511.0,291.78079,37.811508,Kepler,K07635.01,CANDIDATE
6.97106919,3.9125,452.8,2.07,189.16,0.983,5871.0,4.493,946.0,288.98038,46.95406,Kepler,K00724.01,FALSE POSITIVE
1.311842968,1.7876,245.1,1.43,1410.6,0.927,5569.0,4.474,1562.0,290.67313,38.69101,Kepler,K00624.03,CONFIRMED
38.13853099,3.8617,1230.2,68.75,137.15,2.343,6481.0,3.861,873.0,286.56378,39.53447,Kepler,K00625.01,FALSE POSITIVE
14.58649856,4.0249,378.7,2.45,124.89,1.191,6063.0,4.29,852.0,295.19339,39.539669,Kepler,K00626.01,CONFIRMED
8.0292018,3.462,65.6,0.99,276.27,1.191,6063.0,4.29,1040.0,295.19339,39.539669,Kepler,K00626.02,CANDIDATE
1.05569286,1.289,37.5,0.45,898.72,0.751,4955.0,4.561,1395.0,291.95761,38.070049,Kepler,K07639.01,FALSE POSITIVE
7.75192755,3.5413,407.3,1.89,124.47,0.912,5604.0,4.52,852.0,292.15045,39.637581,Kepler,K00627.01,CONFIRMED
31.80475991,8.699,360.6,2.99,45.9,1.356,5867.0,4.235,664.0,287.62082,43.141647,Kepler,K00679.01,CONFIRMED
16.2580276,6.375,47.0,0.92,112.41,1.356,5867.0,4.235,830.0,287.62082,43.141647,Kepler,K00679.02,CONFIRMED
8.600153929,9.0015,4510.2,26.52,1986.75,3.913,6093.0,3.475,1703.0,292.28732,43.197281,Kepler,K00680.01,CONFIRMED
3.719809197,3.5317,2958.2,87.21,2912.21,2.348,6284.0,3.813,1873.0,288.80377,49.530788,Kepler,K00009.01,FALSE POSITIVE
0.73975345,4.2,481.8,2.09,2580.0,0.935,5271.0,4.436,1818.0,292.68985,37.774361,Kepler,K07633.01,FALSE POSITIVE
1.612249049,4.235,154.0,50.98,12788.25,2.569,6732.0,3.793,2713.0,298.35434,47.672081,Kepler,K00106.01,FALSE POSITIVE
44.258173075,7.58264,20542.0,37.38,120.38,2.326,6544.0,3.839,845.0,288.54199,43.255421,Kepler,K00681.01,FALSE POSITIVE
3.05933906,1.7332,1169.2,36.0,999.16,1.116,6238.0,4.337,1434.0,288.90887,50.16283,Kepler,K04062.01,FALSE POSITIVE
0.624677585,2.411,37.3,1.28,87591.59,1.996,9653.0,4.191,4391.0,298.04318,41.195,Kepler,K04063.01,FALSE POSITIVE
0.759763198,3.083,202.5,1.2,2227.19,0.818,5520.0,4.572,1752.0,290.50125,40.6945,Kepler,K04064.01,FALSE POSITIVE
372.37369,12.33,666.1,2.68,1.2,1.029,6109.0,4.455,267.0,291.26672,47.114769,Kepler,K04065.01,FALSE POSITIVE
126.55719,8.079,366.4,4.59,17.85,1.854,6501.0,4.054,524.0,290.73001,44.836121,Kepler,K04066.01,CONFIRMED
12.435190544,3.8305,71.9,0.52,20.93,0.62,4756.0,4.676,545.0,297.77292,40.589088,Kepler,K04135.01,FALSE POSITIVE
20.0983676,5.207,157.8,1.58,85.34,1.26,6053.0,4.279,775.0,295.70111,38.945831,Kepler,K02289.02,CONFIRMED
85.112898,2.503,513.8,2.21,7.48,0.975,6018.0,4.485,422.0,286.46753,38.385971,Kepler,K07646.01,FALSE POSITIVE
2.41750021,4.33,58.2,1.19,1221.36,1.308,5575.0,4.189,1507.0,281.82318,42.811169,Kepler,K04136.01,CANDIDATE
4.03357434,5.886,66.2,1.23,616.04,1.308,5575.0,4.189,1270.0,281.82318,42.811169,Kepler,K04136.02,CANDIDATE
0.504426087,1.6276,614.5,33.96,7077.76,0.901,6043.0,4.452,2339.0,290.74918,38.659111,Kepler,K04137.01,FALSE POSITIVE
7.66462913,3.614,114.1,1.6,353.31,1.515,5640.0,4.087,1106.0,294.13791,42.370499,Kepler,K02220.04,CANDIDATE
9.6887216,2.0,655.5,3.09,250.25,1.196,6457.0,4.358,1014.0,290.65839,40.778542,Kepler,K04067.01,CONFIRMED
19.597317,4.508,1014.1,3.78,47.9,1.019,5569.0,4.368,671.0,297.58392,41.541229,Kepler,K04068.01,CONFIRMED
13.06243545,3.244,464.3,1.36,18.25,0.655,4522.0,4.615,527.0,299.3519,41.19574,Kepler,K04069.01,CONFIRMED
0.793663156,0.8244,186.2,1.14,1600.85,0.825,5077.0,4.533,1614.0,281.44067,47.246471,Kepler,K04070.01,FALSE POSITIVE
2.81401302,5.801,55.7,1.51,2081.51,1.967,5541.0,3.869,1723.0,285.41519,39.776009,Kepler,K04138.01,FALSE POSITIVE
3.74031708,2.394,165.6,1.38,646.81,1.063,6260.0,4.433,1287.0,293.88141,46.838879,Kepler,K04139.01,CONFIRMED
0.851678507,2.028,67.9,0.85,2698.28,1.029,5403.0,4.389,1840.0,293.10153,38.340618,Kepler,K07650.01,FALSE POSITIVE
205.30627,7.86,671.0,2.48,2.29,0.955,6045.0,4.494,314.0,294.64081,43.45393,Kepler,K04140.01,FALSE POSITIVE
0.978046982,2.6137,838.8,129.67,23083.37,4.569,5100.0,3.368,3146.0,292.99329,38.319489,Kepler,K04141.01,FALSE POSITIVE
1.332566763,4.001,384.9,1.49,713.45,0.752,5134.0,4.599,1318.0,294.30887,46.413052,Kepler,K04142.01,FALSE POSITIVE
1.89131005,5.687,155.6,6.4,1507.16,1.12,5706.0,4.255,1590.0,290.31827,37.91098,Kepler,K04071.01,FALSE POSITIVE
0.692978457,1.1366,61.0,2.24,24240.83,2.304,6105.0,3.805,3186.0,283.76407,42.222172,Kepler,K04072.01,CONFIRMED
87.140633,18.11,,,11.37,,,,,297.25598,47.550491,Kepler,K04073.01,FALSE POSITIVE
185.53285,31.46,877.0,28.39,1.96,0.87,5817.0,4.544,302.0,289.61908,41.927189,Kepler,K04074.01,FALSE POSITIVE
0.885131111,3.377,93.2,0.9,2579.83,0.867,5904.0,4.543,1818.0,298.86102,43.417679,Kepler,K04075.01,FALSE POSITIVE
1.85447373,2.665,306.8,1.33,527.79,0.743,5341.0,4.609,1221.0,298.71082,47.369911,Kepler,K04143.01,FALSE POSITIVE
0.487656278,1.0129,109.8,0.99,6647.8,0.937,5957.0,4.506,2299.0,290.33719,38.205009,Kepler,K04144.01,CANDIDATE
0.502622858,3.085,146.0,1.41,8838.66,1.098,6029.0,4.385,2478.0,294.29196,38.138771,Kepler,K07642.01,FALSE POSITIVE
31.8055128,3.979,141.7,0.63,4.84,0.525,4729.0,4.726,378.0,288.45605,45.80212,Kepler,K02298.02,CONFIRMED
3.25424652,5.378,82.1,0.96,521.81,1.004,5692.0,4.421,1220.0,287.75903,38.281551,Kepler,K04145.01,CANDIDATE
3.50472344,1.9464,90.7,0.8,254.49,0.854,5115.0,4.477,1019.0,286.81937,46.91169,Kepler,K04146.01,CONFIRMED
124.827797,6.479,647.5,2.57,3.56,1.032,5349.0,4.353,350.0,287.47122,46.080662,Kepler,K04076.01,CONFIRMED
11.9294568,3.193,132.3,1.05,95.42,0.9,5975.0,4.48,797.0,294.13791,42.370499,Kepler,K02220.05,CANDIDATE
0.786260569,4.556,877.1,15.72,477.45,0.557,4223.0,4.681,1192.0,294.53149,43.398659,Kepler,K04077.01,FALSE POSITIVE
0.597934463,3.1225,515.0,23.2,4834.45,0.863,6052.0,4.539,2126.0,299.07944,40.825642,Kepler,K04078.01,FALSE POSITIVE
360.76458,21.22,383.7,60.3,0.52,0.724,5513.0,4.616,216.0,292.16028,47.166649,Kepler,K04079.01,FALSE POSITIVE
2.15292788,3.043,41.4,1.02,2708.61,1.555,5851.0,3.969,1841.0,291.9632,43.88166,Kepler,K04147.01,FALSE POSITIVE
2.61585431,6.519,169.8,1.28,803.03,0.945,6131.0,4.497,1358.0,291.22729,50.921791,Kepler,K04148.01,FALSE POSITIVE
9.54699216,5.063,143.0,1.71,232.24,1.232,6274.0,4.357,996.0,296.9621,48.25639,Kepler,K04149.01,CANDIDATE
14.708641,5.394,130.6,1.82,130.5,1.232,6274.0,4.357,862.0,296.9621,48.25639,Kepler,K04149.02,CANDIDATE
31.3351094,6.071,264.9,1.99,46.53,1.142,6404.0,4.393,666.0,296.62704,49.353901,Kepler,K04150.01,CONFIRMED
1.061002863,1.962,142.4,1.06,1883.03,0.881,5767.0,4.538,1679.0,297.86734,40.10257,Kepler,K04080.01,FALSE POSITIVE
363.35755,19.85,395.3,3.45,2.05,1.783,5086.0,3.89,305.0,292.27005,47.307362,Kepler,K04081.01,FALSE POSITIVE
0.924821319,2.594,122.4,1.1,3514.31,0.974,6135.0,4.455,1963.0,287.47369,42.00375,Kepler,K04082.01,FALSE POSITIVE
4.4697452,5.33,241.5,2.43,574.11,1.125,6102.0,4.316,1248.0,300.61877,44.594391,Kepler,K04083.01,FALSE POSITIVE
214.881456,9.581,759.2,2.68,1.59,0.995,5323.0,4.378,286.0,286.05243,39.09605,Kepler,K04084.01,CONFIRMED
122.906853,15.97,819.7,3.55,3.08,0.866,5692.0,4.547,338.0,296.49731,40.765629,Kepler,K04154.02,FALSE POSITIVE
12.422216754,6.5533,54.5,0.8,131.73,1.084,6231.0,4.424,864.0,297.60681,40.656479,Kepler,K04155.01,FALSE POSITIVE
4.85018974,5.676,64.5,1.1,344.04,0.973,6032.0,4.485,1098.0,293.31827,41.116669,Kepler,K04156.01,CONFIRMED
383.43595,11.059,1228.0,2.53,0.5,0.729,5576.0,4.615,214.0,294.74246,38.301811,Kepler,K07651.01,FALSE POSITIVE
3.82315697,2.388,47.2,0.77,638.38,1.122,6202.0,4.422,1282.0,287.41006,39.65868,Kepler,K04157.01,CONFIRMED
0.842336445,1.519,80.1,0.9,3367.24,0.998,5765.0,4.415,1941.0,299.12286,40.489071,Kepler,K04158.01,FALSE POSITIVE
339.42934084,7.5,,,,,,,,291.14807,40.669399,Kepler,K00142.02,FALSE POSITIVE
13.6032081,2.592,180.5,0.75,5.85,0.511,3780.0,4.746,397.0,287.85812,42.542629,Kepler,K00255.02,CANDIDATE
0.914468919,2.695,3426.3,36.84,2978.16,0.989,5762.0,4.415,1884.0,298.91278,40.110851,Kepler,K04085.01,FALSE POSITIVE
1.54039744,1.787,127.6,1.08,1267.95,0.884,5649.0,4.421,1520.0,286.99091,38.916222,Kepler,K04086.01,FALSE POSITIVE
8.45805119,2.998,258.7,2.52,367.05,1.471,6172.0,4.198,1117.0,297.47711,39.877239,Kepler,K02243.02,CONFIRMED
101.1107014,8.029,878.1,1.61,0.65,0.561,4133.0,4.705,229.0,285.34995,41.452209,Kepler,K04087.01,CONFIRMED
0.907943645,1.9144,1028.9,49.37,5715.61,1.166,6434.0,4.354,2219.0,297.36047,40.056141,Kepler,K04088.01,FALSE POSITIVE
94.446856,7.502,436.4,7.13,32.93,2.478,5780.0,3.729,611.0,297.49054,41.8326,Kepler,K04163.01,FALSE POSITIVE
0.92565941,1.488,30.0,0.88,7600.86,1.612,6058.0,4.135,2383.0,298.38754,44.151962,Kepler,K04164.01,FALSE POSITIVE
0.537110149,1.7976,92.0,32.19,24545.75,2.537,5395.0,3.739,3195.0,291.69067,41.332878,Kepler,K04165.01,FALSE POSITIVE
9.84262076,1.6018,626.4,2.41,97.62,0.972,5585.0,4.49,801.0,296.5105,39.173321,Kepler,K04166.01,CONFIRMED
2.99194823,4.39,99.6,0.78,255.16,0.727,5269.0,4.62,1019.0,298.57779,40.681438,Kepler,K04167.01,FALSE POSITIVE
62.3026877,7.509,859.3,3.05,10.05,0.971,5688.0,4.415,454.0,289.78052,49.89653,Kepler,K00435.05,CONFIRMED
72.3826983,8.279,366.4,4.21,25.83,1.988,5508.0,3.897,575.0,291.88004,45.387932,Kepler,K02175.02,CONFIRMED
360.33012,15.16,1022.0,2.34,0.38,0.74,5054.0,4.606,200.0,291.90503,47.094929,Kepler,K04019.01,FALSE POSITIVE
0.566803149,1.643,246.0,1.93,7612.11,1.096,6147.0,4.435,2380.0,293.18408,42.528019,Kepler,K04020.01,FALSE POSITIVE
15.3466028,4.966,238.5,3.64,480.12,2.259,6771.0,3.934,1194.0,292.38293,38.40057,Kepler,K07652.01,FALSE POSITIVE
7.23531329,3.338,112.2,1.53,501.36,1.421,6422.0,4.219,1207.0,294.03436,50.371651,Kepler,K04021.01,CANDIDATE
0.531106622,3.0293,5133.6,7.54,2371.49,0.762,4978.0,4.539,1781.0,296.34622,50.390789,Kepler,K04089.01,FALSE POSITIVE
1.332547503,4.521,130.3,1.23,2062.92,0.999,6077.0,4.471,1719.0,295.16696,46.754341,Kepler,K04090.01,FALSE POSITIVE
225.585245,11.166,754.9,3.71,3.48,1.363,5929.0,4.243,348.0,287.76456,38.294701,Kepler,K04091.01,CONFIRMED
24.4972683,5.43,449.1,2.74,64.25,1.162,6392.0,4.399,722.0,295.78552,39.907921,Kepler,K04092.01,CONFIRMED
4.20253859,5.389,31.5,0.71,394.08,1.015,5596.0,4.343,1136.0,287.45532,38.23959,Kepler,K07643.01,FALSE POSITIVE
0.535578808,1.7973,193.6,33.97,16161.27,1.313,6610.0,4.264,2870.0,299.75021,44.561981,Kepler,K04093.01,FALSE POSITIVE
0.89486317,2.657,172.0,1.19,2296.25,0.863,5764.0,4.548,1764.0,298.90012,40.303589,Kepler,K04151.01,FALSE POSITIVE
64.1862264,8.485,507.3,8.0,116.97,2.758,6951.0,3.766,839.0,291.38602,42.709129,Kepler,K04152.01,CANDIDATE
4.62602867,0.643,346.9,1.65,247.34,0.797,5834.0,4.566,1012.0,294.98059,44.425301,Kepler,K04153.01,CONFIRMED
8.93484887,2.579,135.9,1.83,377.25,1.347,6688.0,4.304,1124.0,289.74731,39.523453,Kepler,K02303.02,CONFIRMED
7.04716175,2.693,150.8,1.1,105.1,0.776,5496.0,4.592,817.0,290.0831,38.398472,Kepler,K07647.01,FALSE POSITIVE
368.71479,16.46,1210.0,91.06,0.73,0.872,5716.0,4.544,236.0,296.49731,40.765629,Kepler,K04154.01,FALSE POSITIVE
4.93211932,3.144,50.5,1.02,837.01,1.421,6422.0,4.219,1372.0,294.03436,50.371651,Kepler,K04021.02,CANDIDATE
4.85819429,5.356,76.3,2.04,1904.91,2.326,6109.0,3.78,1685.0,283.12854,43.45686,Kepler,K04022.01,CANDIDATE
119.0192648,8.1,1977.0,4.44,3.53,0.905,5754.0,4.534,350.0,291.58517,42.367229,Kepler,K04023.01,FALSE POSITIVE
8.40693068,1.866,167.1,1.95,285.67,1.533,5365.0,4.02,1048.0,283.78702,48.02956,Kepler,K04024.01,CONFIRMED
3.39904814,2.922,69.6,0.81,477.15,0.929,5766.0,4.444,1191.0,289.84286,38.237049,Kepler,K07644.01,CANDIDATE
0.974479091,1.866,221.2,1.19,1239.32,0.819,5043.0,4.502,1513.0,298.53549,48.419479,Kepler,K04025.01,FALSE POSITIVE
3.57017774,4.473,79.6,57.36,331478.01,69.001,3812.0,0.93,6119.0,300.60422,43.902946,Kepler,K04094.01,FALSE POSITIVE
